,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,P/A
13401,Assam,BONGAIGAON,2000,Autumn     ,Rice,33157,30980,0.934342673
13405,Assam,BONGAIGAON,2000,Kharif     ,Jute,4071,44144,10.84352739
13419,Assam,BONGAIGAON,2000,Whole Year ,Coconut ,598,3429000,5734.113712
13422,Assam,BONGAIGAON,2000,Whole Year ,Potato,2985,31317,10.49145729
13428,Assam,BONGAIGAON,2000,Winter     ,Rice,57625,58910,1.022299349
13429,Assam,BONGAIGAON,2001,Autumn     ,Rice,33306,30266,0.908725155
13433,Assam,BONGAIGAON,2001,Kharif     ,Jute,3895,40020,10.27471117
13451,Assam,BONGAIGAON,2001,Whole Year ,Coconut ,633,5006000,7908.372828
13454,Assam,BONGAIGAON,2001,Whole Year ,Potato,3093,35886,11.60232784
13460,Assam,BONGAIGAON,2001,Winter     ,Rice,57795,66814,1.156051562
13461,Assam,BONGAIGAON,2002,Autumn     ,Rice,33750,29871,0.885066667
13465,Assam,BONGAIGAON,2002,Kharif     ,Jute,3610,39439,10.92493075
13483,Assam,BONGAIGAON,2002,Whole Year ,Coconut ,661,5534000,8372.163389
13489,Assam,BONGAIGAON,2002,Whole Year ,Potato,3337,41324,12.38357806
13495,Assam,BONGAIGAON,2002,Winter     ,Rice,59640,78756,1.320523139
13496,Assam,BONGAIGAON,2003,Autumn     ,Rice,34213,32358,0.945780844
13500,Assam,BONGAIGAON,2003,Kharif     ,Jute,3440,35141,10.21540698
13518,Assam,BONGAIGAON,2003,Whole Year ,Coconut ,718,5925000,8252.089136
13524,Assam,BONGAIGAON,2003,Whole Year ,Potato,3322,21423,6.448826008
13530,Assam,BONGAIGAON,2003,Winter     ,Rice,58844,74327,1.263119434
13531,Assam,BONGAIGAON,2004,Autumn     ,Rice,34147,23886,0.699505081
13535,Assam,BONGAIGAON,2004,Kharif     ,Jute,3002,30708,10.22918055
13550,Assam,BONGAIGAON,2004,Whole Year ,Coconut ,694,4783000,6891.930836
13553,Assam,BONGAIGAON,2004,Whole Year ,Potato,3440,33405,9.710755814
13558,Assam,BONGAIGAON,2004,Winter     ,Rice,58690,72659,1.23801329
13559,Assam,BONGAIGAON,2005,Autumn     ,Rice,29128,27125,0.931234551
13562,Assam,BONGAIGAON,2005,Kharif     ,Jute,2838,25931,9.137068358
13588,Assam,BONGAIGAON,2005,Winter     ,Rice,39572,45530,1.150561003
13593,Assam,BONGAIGAON,2006,Kharif     ,Jute,2156,22362,10.37198516
13611,Assam,BONGAIGAON,2006,Whole Year ,Coconut ,534,3715000,6956.928839
13620,Assam,BONGAIGAON,2006,Winter     ,Rice,32545,31246,0.960086035
13625,Assam,BONGAIGAON,2007,Kharif     ,Jute,2250,20421,9.076
13640,Assam,BONGAIGAON,2007,Summer     ,Rice,8132,19327,2.376660108
13644,Assam,BONGAIGAON,2007,Whole Year ,Coconut ,544,3566000,6555.147059
13654,Assam,BONGAIGAON,2007,Winter     ,Rice,35410,33297,0.940327591
13655,Assam,BONGAIGAON,2008,Autumn     ,Rice,22147,20617,0.930916151
13659,Assam,BONGAIGAON,2008,Kharif     ,Jute,2222,24436,10.99729973
13674,Assam,BONGAIGAON,2008,Summer     ,Rice,9947,20907,2.101839751
13678,Assam,BONGAIGAON,2008,Whole Year ,Coconut ,554,3874000,6992.779783
13688,Assam,BONGAIGAON,2008,Winter     ,Rice,36346,41200,1.133549772
13693,Assam,BONGAIGAON,2009,Kharif     ,Jute,2281,26333,11.54449803
13708,Assam,BONGAIGAON,2009,Summer     ,Rice,10028,23102,2.303749501
13712,Assam,BONGAIGAON,2009,Whole Year ,Coconut ,554,3715000,6705.776173
13716,Assam,BONGAIGAON,2009,Whole Year ,Potato,2351,19690,8.375159507
13722,Assam,BONGAIGAON,2009,Winter     ,Rice,34421,39073,1.135150054
13727,Assam,BONGAIGAON,2010,Kharif     ,Jute,2153,24657,11.45239201
13743,Assam,BONGAIGAON,2010,Summer     ,Rice,10680,35104,3.286891386
13746,Assam,BONGAIGAON,2010,Whole Year ,Coconut ,554,3715000,6705.776173
13750,Assam,BONGAIGAON,2010,Whole Year ,Potato,2414,23453,9.715410108
13756,Assam,BONGAIGAON,2010,Winter     ,Rice,34806,52651,1.51269896
13757,Assam,BONGAIGAON,2011,Autumn     ,Paddy,15953,17728,1.111264339
13758,Assam,BONGAIGAON,2011,Autumn     ,Rice,15953,17728,1.111264339
13761,Assam,BONGAIGAON,2011,Kharif     ,Jute,2371,24965,10.52931253
13785,Assam,BONGAIGAON,2011,Summer     ,Paddy,10507,31151,2.964785381
13786,Assam,BONGAIGAON,2011,Summer     ,Rice,10507,31151,2.964785381
13790,Assam,BONGAIGAON,2011,Whole Year ,Potato,2705,22665,8.378927911
13793,Assam,BONGAIGAON,2011,Winter     ,Paddy,36205,48899,1.350614556
13794,Assam,BONGAIGAON,2011,Winter     ,Rice,36205,48899,1.350614556
13799,Assam,BONGAIGAON,2012,Kharif     ,Jute,2278,24694,10.84021071
13823,Assam,BONGAIGAON,2012,Summer     ,Rice,10740,31907,2.970856611
13827,Assam,BONGAIGAON,2012,Whole Year ,Potato,2821,20780,7.366182205
13830,Assam,BONGAIGAON,2012,Winter     ,Paddy,35931,57117,1.589630124
13831,Assam,BONGAIGAON,2012,Winter     ,Rice,35931,57117,1.589630124
13832,Assam,BONGAIGAON,2013,Autumn     ,Paddy,11021,17595,1.596497595
13833,Assam,BONGAIGAON,2013,Autumn     ,Rice,11021,17595,1.596497595
13837,Assam,BONGAIGAON,2013,Kharif     ,Jute,2203,29726,13.49341807
13860,Assam,BONGAIGAON,2013,Summer     ,Paddy,13070,38727,2.963045142
13861,Assam,BONGAIGAON,2013,Summer     ,Rice,13070,38727,2.963045142
13865,Assam,BONGAIGAON,2013,Whole Year ,Potato,2609,18830,7.217324645
13868,Assam,BONGAIGAON,2013,Winter     ,Paddy,32690,66164,2.023982869
13869,Assam,BONGAIGAON,2013,Winter     ,Rice,32690,66164,2.023982869
13875,Assam,BONGAIGAON,2014,Kharif     ,Jute,2478,30228,12.19854722
13897,Assam,BONGAIGAON,2014,Summer     ,Paddy,11685,38969,3.33495935
13898,Assam,BONGAIGAON,2014,Summer     ,Rice,11685,38969,3.33495935
13901,Assam,BONGAIGAON,2014,Whole Year ,Potato,2602,21320,8.193697156
13904,Assam,BONGAIGAON,2014,Winter     ,Paddy,35299,69061,1.95645769
13905,Assam,BONGAIGAON,2014,Winter     ,Rice,35299,69061,1.95645769
13931,Assam,CACHAR,1997,Winter     ,Rice,88000,94250,1.071022727
13948,Assam,CACHAR,1998,Whole Year ,Banana,2900,35409,12.21
13949,Assam,CACHAR,1998,Whole Year ,Coconut ,1410,6666000,4727.659574
13958,Assam,CACHAR,1998,Winter     ,Rice,87641,179644,2.049771226
13975,Assam,CACHAR,1999,Whole Year ,Banana,2400,29299,12.20791667
13976,Assam,CACHAR,1999,Whole Year ,Coconut ,1425,2887000,2025.964912
13985,Assam,CACHAR,1999,Winter     ,Rice,87864,161235,1.835051898
13986,Assam,CACHAR,2000,Autumn     ,Rice,12000,26674,2.222833333
14000,Assam,CACHAR,2000,Summer     ,Rice,8000,17616,2.202
14002,Assam,CACHAR,2000,Whole Year ,Banana,3024,36911,12.20601852
14003,Assam,CACHAR,2000,Whole Year ,Coconut ,1430,2948000,2061.538462
14012,Assam,CACHAR,2000,Winter     ,Rice,84000,177395,2.111845238
14013,Assam,CACHAR,2001,Autumn     ,Rice,9000,18819,2.091
14033,Assam,CACHAR,2001,Whole Year ,Banana,3125,38150,12.208
14034,Assam,CACHAR,2001,Whole Year ,Coconut ,1431,2553000,1784.067086
14043,Assam,CACHAR,2001,Winter     ,Rice,84093,193910,2.305899421
14064,Assam,CACHAR,2002,Whole Year ,Banana,3130,38211,12.20798722
14065,Assam,CACHAR,2002,Whole Year ,Coconut ,1450,1785000,1231.034483
14070,Assam,CACHAR,2002,Whole Year ,Pineapple,1510,25764,17.06225166
14077,Assam,CACHAR,2002,Winter     ,Rice,87000,186815,2.147298851
14078,Assam,CACHAR,2003,Autumn     ,Rice,9250,18799,2.032324324
14098,Assam,CACHAR,2003,Whole Year ,Banana,3145,37740,12
14099,Assam,CACHAR,2003,Whole Year ,Coconut ,1400,2168000,1548.571429
14104,Assam,CACHAR,2003,Whole Year ,Pineapple,1550,26207,16.90774194
14111,Assam,CACHAR,2003,Winter     ,Rice,90081,215840,2.396065763
14130,Assam,CACHAR,2004,Whole Year ,Coconut ,1325,2272000,1714.716981
14138,Assam,CACHAR,2004,Winter     ,Rice,82968,148467,1.789448944
14139,Assam,CACHAR,2005,Autumn     ,Rice,9411,18157,1.929338009
14159,Assam,CACHAR,2005,Whole Year ,Banana,2674,32460,12.13911743
14168,Assam,CACHAR,2005,Winter     ,Rice,90194,183913,2.039082422
14189,Assam,CACHAR,2006,Whole Year ,Banana,2662,32313,12.13861758
14190,Assam,CACHAR,2006,Whole Year ,Coconut ,1404,2847000,2027.777778
14199,Assam,CACHAR,2006,Winter     ,Rice,89689,151116,1.684888894
14218,Assam,CACHAR,2007,Summer     ,Rice,9680,18533,1.914566116
14220,Assam,CACHAR,2007,Whole Year ,Banana,3128,37971,12.1390665
14222,Assam,CACHAR,2007,Whole Year ,Coconut ,999,980000,980.980981
14232,Assam,CACHAR,2007,Winter     ,Rice,79842,64012,0.801733424
14251,Assam,CACHAR,2008,Summer     ,Rice,9560,21126,2.209832636
14253,Assam,CACHAR,2008,Whole Year ,Banana,2881,38893,13.49982645
14255,Assam,CACHAR,2008,Whole Year ,Coconut ,1049,3155000,3007.626311
14265,Assam,CACHAR,2008,Winter     ,Rice,93610,199711,2.133436599
14275,Assam,CACHAR,2009,Rabi       ,Banana,2970,37401,12.59292929
14286,Assam,CACHAR,2009,Whole Year ,Banana,2970,37401,12.59292929
14288,Assam,CACHAR,2009,Whole Year ,Coconut ,1054,9711000,9213.472486
14298,Assam,CACHAR,2009,Winter     ,Rice,93082,204084,2.192518425
14309,Assam,CACHAR,2010,Rabi       ,Banana,2888,36756,12.72714681
14319,Assam,CACHAR,2010,Whole Year ,Banana,2888,36756,12.72714681
14321,Assam,CACHAR,2010,Whole Year ,Coconut ,1054,9711000,9213.472486
14331,Assam,CACHAR,2010,Winter     ,Rice,88908,195008,2.193368426
14355,Assam,CACHAR,2011,Rabi       ,Pineapple,1186,21187,17.86424958
14362,Assam,CACHAR,2011,Whole Year ,Banana,2832,49983,17.64936441
14368,Assam,CACHAR,2011,Winter     ,Paddy,90682,177981,1.962693809
14369,Assam,CACHAR,2011,Winter     ,Rice,90682,177981,1.962693809
14393,Assam,CACHAR,2012,Rabi       ,Pineapple,1212,22743,18.76485149
14399,Assam,CACHAR,2012,Whole Year ,Banana,2892,51437,17.78596127
14405,Assam,CACHAR,2012,Winter     ,Paddy,91912,202725,2.205642354
14406,Assam,CACHAR,2012,Winter     ,Rice,91912,202725,2.205642354
14430,Assam,CACHAR,2013,Rabi       ,Pineapple,1219,22875,18.76538146
14437,Assam,CACHAR,2013,Whole Year ,Banana,3075,54692,17.78601626
14443,Assam,CACHAR,2013,Winter     ,Paddy,82347,153041,1.858489077
14444,Assam,CACHAR,2013,Winter     ,Rice,82347,153041,1.858489077
14467,Assam,CACHAR,2014,Rabi       ,Pineapple,1246,23381,18.76484751
14474,Assam,CACHAR,2014,Whole Year ,Banana,3144,55919,17.78594148
14479,Assam,CACHAR,2014,Winter     ,Paddy,92895,216009,2.325302761
14480,Assam,CACHAR,2014,Winter     ,Rice,92895,216009,2.325302761
14510,Assam,CHIRANG,2005,Winter     ,Rice,29259,35506,1.213506955
14533,Assam,CHIRANG,2006,Whole Year ,Coconut ,303,2313000,7633.663366
14542,Assam,CHIRANG,2006,Winter     ,Rice,32687,42532,1.301190076
14566,Assam,CHIRANG,2007,Whole Year ,Coconut ,341,2648000,7765.395894
14576,Assam,CHIRANG,2007,Winter     ,Rice,34552,34188,0.989465154
14600,Assam,CHIRANG,2008,Whole Year ,Coconut ,359,3367000,9378.830084
14610,Assam,CHIRANG,2008,Winter     ,Rice,33354,35693,1.070126522
14634,Assam,CHIRANG,2009,Whole Year ,Coconut ,323,2964000,9176.470588
14638,Assam,CHIRANG,2009,Whole Year ,Potato,2080,18110,8.706730769
14644,Assam,CHIRANG,2009,Winter     ,Rice,33708,52037,1.543758158
14667,Assam,CHIRANG,2010,Whole Year ,Coconut ,323,2964000,9176.470588
14677,Assam,CHIRANG,2010,Winter     ,Rice,35740,57482,1.608337997
14712,Assam,CHIRANG,2011,Whole Year ,Potato,2384,18118,7.599832215
14715,Assam,CHIRANG,2011,Winter     ,Paddy,35480,42430,1.195885006
14716,Assam,CHIRANG,2011,Winter     ,Rice,35480,42430,1.195885006
14717,Assam,CHIRANG,2012,Autumn     ,Paddy,17722,22966,1.295903397
14718,Assam,CHIRANG,2012,Autumn     ,Rice,17722,22966,1.295903397
14722,Assam,CHIRANG,2012,Kharif     ,Jute,2165,18561,8.573210162
14750,Assam,CHIRANG,2012,Whole Year ,Potato,2854,21810,7.641906097
14753,Assam,CHIRANG,2012,Winter     ,Paddy,36176,50867,1.406097966
14754,Assam,CHIRANG,2012,Winter     ,Rice,36176,50867,1.406097966
14789,Assam,CHIRANG,2013,Whole Year ,Potato,2801,22907,8.17815066
14792,Assam,CHIRANG,2013,Winter     ,Paddy,35250,58207,1.651262411
14793,Assam,CHIRANG,2013,Winter     ,Rice,35250,58207,1.651262411
14825,Assam,CHIRANG,2014,Whole Year ,Potato,3536,32583,9.214649321
14828,Assam,CHIRANG,2014,Winter     ,Paddy,35857,58189,1.622807262
14829,Assam,CHIRANG,2014,Winter     ,Rice,35857,58189,1.622807262
14830,Assam,DARRANG,1997,Autumn     ,Rice,68782,40252,0.585211247
14833,Assam,DARRANG,1997,Kharif     ,Jute,10650,93783,8.805915493
14837,Assam,DARRANG,1997,Kharif     ,Sugarcane,971,40521,41.73120494
14849,Assam,DARRANG,1997,Whole Year ,Potato,5196,29065,5.593725943
14854,Assam,DARRANG,1997,Winter     ,Rice,93133,70404,0.755951167
14855,Assam,DARRANG,1998,Autumn     ,Rice,68800,59143,0.859636628
14859,Assam,DARRANG,1998,Kharif     ,Jute,8600,80308,9.338139535
14872,Assam,DARRANG,1998,Whole Year ,Banana,1810,23479,12.9718232
14873,Assam,DARRANG,1998,Whole Year ,Coconut ,865,4899000,5663.583815
14876,Assam,DARRANG,1998,Whole Year ,Potato,5594,30261,5.409545942
14877,Assam,DARRANG,1998,Whole Year ,Sugarcane,1118,44635,39.92397138
14882,Assam,DARRANG,1998,Winter     ,Rice,82291,104485,1.269701425
14883,Assam,DARRANG,1999,Autumn     ,Rice,68700,61025,0.888282387
14887,Assam,DARRANG,1999,Kharif     ,Jute,8235,80944,9.829265331
14898,Assam,DARRANG,1999,Summer     ,Rice,13501,27841,2.062143545
14900,Assam,DARRANG,1999,Whole Year ,Banana,1890,24511,12.96878307
14901,Assam,DARRANG,1999,Whole Year ,Coconut ,955,6293000,6589.528796
14904,Assam,DARRANG,1999,Whole Year ,Potato,7196,55405,7.699416342
14905,Assam,DARRANG,1999,Whole Year ,Sugarcane,1080,39488,36.56296296
14910,Assam,DARRANG,1999,Winter     ,Rice,104375,121213,1.161322156
14911,Assam,DARRANG,2000,Autumn     ,Rice,80258,71065,0.885456901
14915,Assam,DARRANG,2000,Kharif     ,Jute,9960,75308,7.561044177
14926,Assam,DARRANG,2000,Summer     ,Rice,16100,23684,1.471055901
14928,Assam,DARRANG,2000,Whole Year ,Banana,1950,25290,12.96923077
14929,Assam,DARRANG,2000,Whole Year ,Coconut ,981,5192000,5292.558614
14932,Assam,DARRANG,2000,Whole Year ,Potato,8100,56533,6.979382716
14933,Assam,DARRANG,2000,Whole Year ,Sugarcane,1118,33668,30.11449016
14938,Assam,DARRANG,2000,Winter     ,Rice,104475,153306,1.467394113
14939,Assam,DARRANG,2001,Autumn     ,Rice,77720,86816,1.117035512
14943,Assam,DARRANG,2001,Kharif     ,Jute,7900,84591,10.70772152
14958,Assam,DARRANG,2001,Summer     ,Rice,16470,33010,2.004250152
14960,Assam,DARRANG,2001,Whole Year ,Banana,1850,24001,12.97351351
14961,Assam,DARRANG,2001,Whole Year ,Coconut ,1050,8639000,8227.619048
14964,Assam,DARRANG,2001,Whole Year ,Potato,8769,60969,6.952788231
14965,Assam,DARRANG,2001,Whole Year ,Sugarcane,1143,36145,31.62292213
14970,Assam,DARRANG,2001,Winter     ,Rice,94000,148207,1.576670213
14971,Assam,DARRANG,2002,Autumn     ,Rice,62722,62640,0.998692644
14975,Assam,DARRANG,2002,Kharif     ,Jute,8760,129727,14.80901826
14990,Assam,DARRANG,2002,Summer     ,Rice,16000,30154,1.884625
14992,Assam,DARRANG,2002,Whole Year ,Banana,1950,25292,12.97025641
14993,Assam,DARRANG,2002,Whole Year ,Coconut ,1048,2832000,2702.290076
14999,Assam,DARRANG,2002,Whole Year ,Potato,8500,52357,6.159647059
15000,Assam,DARRANG,2002,Whole Year ,Sugarcane,1090,37462,34.36880734
15005,Assam,DARRANG,2002,Winter     ,Rice,91815,112768,1.228208898
15006,Assam,DARRANG,2003,Autumn     ,Rice,58340,60241,1.032584847
15010,Assam,DARRANG,2003,Kharif     ,Jute,11600,157129,13.54560345
15025,Assam,DARRANG,2003,Summer     ,Rice,13159,21880,1.66274033
15027,Assam,DARRANG,2003,Whole Year ,Banana,1920,24908,12.97291667
15028,Assam,DARRANG,2003,Whole Year ,Coconut ,1070,7711000,7206.542056
15034,Assam,DARRANG,2003,Whole Year ,Potato,9586,59982,6.257250156
15035,Assam,DARRANG,2003,Whole Year ,Sugarcane,990,40285,40.69191919
15040,Assam,DARRANG,2003,Winter     ,Rice,85117,133238,1.565351222
15041,Assam,DARRANG,2004,Autumn     ,Rice,60000,33992,0.566533333
15045,Assam,DARRANG,2004,Kharif     ,Jute,9445,69718,7.381471678
15059,Assam,DARRANG,2004,Summer     ,Rice,10581,18529,1.751157736
15060,Assam,DARRANG,2004,Whole Year ,Coconut ,1082,8778000,8112.754159
15063,Assam,DARRANG,2004,Whole Year ,Potato,9781,96457,9.861670586
15064,Assam,DARRANG,2004,Whole Year ,Sugarcane,1080,37380,34.61111111
15068,Assam,DARRANG,2004,Winter     ,Rice,74305,103631,1.394670614
15069,Assam,DARRANG,2005,Autumn     ,Rice,33000,43188,1.308727273
15073,Assam,DARRANG,2005,Kharif     ,Jute,4000,35067,8.76675
15090,Assam,DARRANG,2005,Whole Year ,Banana,1470,19110,13
15099,Assam,DARRANG,2005,Winter     ,Rice,40639,62966,1.549398361
15100,Assam,DARRANG,2006,Autumn     ,Rice,19861,22279,1.121746136
15104,Assam,DARRANG,2006,Kharif     ,Jute,3082,19982,6.483452304
15122,Assam,DARRANG,2006,Whole Year ,Coconut ,178,420000,2359.550562
15125,Assam,DARRANG,2006,Whole Year ,Potato,2740,24408,8.908029197
15130,Assam,DARRANG,2006,Winter     ,Rice,26025,36479,1.401690682
15134,Assam,DARRANG,2007,Kharif     ,Jute,2534,17752,7.005524862
15149,Assam,DARRANG,2007,Summer     ,Rice,12328,29205,2.368997404
15153,Assam,DARRANG,2007,Whole Year ,Coconut ,274,2086000,7613.138686
15163,Assam,DARRANG,2007,Winter     ,Rice,33086,51623,1.560267182
15168,Assam,DARRANG,2008,Kharif     ,Jute,3260,21371,6.555521472
15182,Assam,DARRANG,2008,Summer     ,Rice,19078,46016,2.411992871
15186,Assam,DARRANG,2008,Whole Year ,Coconut ,410,2299000,5607.317073
15190,Assam,DARRANG,2008,Whole Year ,Potato,5257,27741,5.276964048
15191,Assam,DARRANG,2008,Whole Year ,Sugarcane,477,18441,38.66037736
15195,Assam,DARRANG,2008,Winter     ,Rice,48213,81778,1.696181528
15199,Assam,DARRANG,2009,Kharif     ,Jute,4203,42217,10.04449203
15205,Assam,DARRANG,2009,Rabi       ,Banana,1487,19926,13.4001345
15214,Assam,DARRANG,2009,Summer     ,Rice,19192,46521,2.423978741
15216,Assam,DARRANG,2009,Whole Year ,Banana,1487,19926,13.4001345
15218,Assam,DARRANG,2009,Whole Year ,Coconut ,605,4304000,7114.049587
15222,Assam,DARRANG,2009,Whole Year ,Potato,5094,37981,7.456026698
15223,Assam,DARRANG,2009,Whole Year ,Sugarcane,563,22254,39.52753108
15227,Assam,DARRANG,2009,Winter     ,Rice,45540,72682,1.596003513
15228,Assam,DARRANG,2010,Autumn     ,Rice,14941,20783,1.391004618
15232,Assam,DARRANG,2010,Kharif     ,Jute,3115,23086,7.411235955
15239,Assam,DARRANG,2010,Rabi       ,Banana,1604,21678,13.51496259
15248,Assam,DARRANG,2010,Summer     ,Rice,21000,56679,2.699
15249,Assam,DARRANG,2010,Whole Year ,Banana,1604,21678,13.51496259
15251,Assam,DARRANG,2010,Whole Year ,Coconut ,605,4304000,7114.049587
15255,Assam,DARRANG,2010,Whole Year ,Potato,4989,37961,7.608939667
15256,Assam,DARRANG,2010,Whole Year ,Sugarcane,609,23402,38.42692939
15260,Assam,DARRANG,2010,Winter     ,Rice,49360,110863,2.246008914
15261,Assam,DARRANG,2011,Autumn     ,Paddy,11823,19359,1.637401675
15262,Assam,DARRANG,2011,Autumn     ,Rice,11823,19359,1.637401675
15266,Assam,DARRANG,2011,Kharif     ,Jute,3874,38503,9.938822922
15288,Assam,DARRANG,2011,Summer     ,Paddy,19394,56669,2.921986181
15289,Assam,DARRANG,2011,Summer     ,Rice,19394,56669,2.921986181
15290,Assam,DARRANG,2011,Whole Year ,Banana,1610,23377,14.51987578
15293,Assam,DARRANG,2011,Whole Year ,Potato,4586,40533,8.838421282
15294,Assam,DARRANG,2011,Whole Year ,Sugarcane,471,19800,42.03821656
15296,Assam,DARRANG,2011,Winter     ,Paddy,48505,105445,2.173899598
15297,Assam,DARRANG,2011,Winter     ,Rice,48505,105445,2.173899598
15303,Assam,DARRANG,2012,Kharif     ,Jute,3330,26789,8.044744745
15326,Assam,DARRANG,2012,Summer     ,Rice,19850,70825,3.568010076
15327,Assam,DARRANG,2012,Whole Year ,Banana,1626,23788,14.6297663
15330,Assam,DARRANG,2012,Whole Year ,Potato,5280,34040,6.446969697
15331,Assam,DARRANG,2012,Whole Year ,Sugarcane,495,20037,40.47878788
15333,Assam,DARRANG,2012,Winter     ,Paddy,48808,97931,2.00645386
15334,Assam,DARRANG,2012,Winter     ,Rice,48808,97931,2.00645386
15340,Assam,DARRANG,2013,Kharif     ,Jute,4079,35805,8.777886737
15363,Assam,DARRANG,2013,Summer     ,Paddy,17837,64285,3.604025341
15364,Assam,DARRANG,2013,Summer     ,Rice,17837,64285,3.604025341
15365,Assam,DARRANG,2013,Whole Year ,Banana,1800,26334,14.63
15368,Assam,DARRANG,2013,Whole Year ,Potato,5245,42977,8.193898951
15369,Assam,DARRANG,2013,Whole Year ,Sugarcane,527,22015,41.77419355
15371,Assam,DARRANG,2013,Winter     ,Paddy,48236,92981,1.927626669
15372,Assam,DARRANG,2013,Winter     ,Rice,48236,92981,1.927626669
15378,Assam,DARRANG,2014,Kharif     ,Jute,4299,45878,10.67178414
15400,Assam,DARRANG,2014,Summer     ,Paddy,17356,65241,3.758988246
15401,Assam,DARRANG,2014,Summer     ,Rice,17356,65241,3.758988246
15402,Assam,DARRANG,2014,Whole Year ,Banana,1638,23964,14.63003663
15404,Assam,DARRANG,2014,Whole Year ,Potato,5331,48437,9.085912587
15405,Assam,DARRANG,2014,Whole Year ,Sugarcane,516,22429,43.46705426
15407,Assam,DARRANG,2014,Winter     ,Paddy,48413,102861,2.1246566
15408,Assam,DARRANG,2014,Winter     ,Rice,48413,102861,2.1246566
15433,Assam,DHEMAJI,1997,Winter     ,Rice,44725,38042,0.850575741
15452,Assam,DHEMAJI,1998,Whole Year ,Coconut ,113,580000,5132.743363
15461,Assam,DHEMAJI,1998,Winter     ,Rice,33282,42704,1.283095968
15480,Assam,DHEMAJI,1999,Whole Year ,Coconut ,113,143000,1265.486726
15489,Assam,DHEMAJI,1999,Winter     ,Rice,51348,78653,1.531763652
15508,Assam,DHEMAJI,2000,Whole Year ,Coconut ,114,688000,6035.087719
15517,Assam,DHEMAJI,2000,Winter     ,Rice,54511,86567,1.588064794
15540,Assam,DHEMAJI,2001,Whole Year ,Coconut ,116,523000,4508.62069
15549,Assam,DHEMAJI,2001,Winter     ,Rice,52550,72117,1.372350143
15572,Assam,DHEMAJI,2002,Whole Year ,Coconut ,118,588000,4983.050847
15584,Assam,DHEMAJI,2002,Winter     ,Rice,50420,60603,1.201963507
15607,Assam,DHEMAJI,2003,Whole Year ,Coconut ,118,517000,4381.355932
15613,Assam,DHEMAJI,2003,Whole Year ,Potato,4355,20651,4.741905855
15619,Assam,DHEMAJI,2003,Winter     ,Rice,51920,60604,1.167257319
15638,Assam,DHEMAJI,2004,Whole Year ,Coconut ,98,348000,3551.020408
